Sentence,Sentiment,Translated_Sentence,Translated_Sentiment
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",neutral,"As perdas operacionais totalizaram 5,2 milhões de euros, em comparação com uma perda de 3,4 milhões de euros no período correspondente em 2008-2009.",neutro
The companies signed the letter of intent for the sale on 17 September 2010 and envisaged to seal the actual agreement on 1 January 2011 .,neutral,As empresas assinaram a carta de intenções de venda em 17 de Setembro de 2010 e previam selar o acordo propriamente dito em 1 de Janeiro de 2011 .,neutro
"@TraceyRyniec not just energy, it's so broad. You will see it in WWG and Kaman as well. I'd be short $fast",negative,"@TraceyRyniec não é apenas energia, é muito ampla. Você verá isso no WWG e no Kaman também. Eu ficaria curto $rápido",negativo
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,As negociações com representantes do pessoal relativas ao processo de reestruturação já foram encerradas.,neutro
$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,negative,As ações da $ DDD 3D Systems (DDD) recebem rebaixamento de classificação hoje na Jefferies http://stks.co/g1cqd,negativo
"Under a memorandum of understanding MoU the parties will collaborate in preparing and implementing joint projects in the fields of combined power and heat generation , environmental protection and energy efficient technologies .",positive,"Ao abrigo de um memorando de entendimento, as partes colaborarão na preparação e implementação de projectos conjuntos nos domínios da produção combinada de energia e calor, protecção ambiental e tecnologias de eficiência energética.",positivo
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive,"O novo modelo de funcionamento da fábrica e as reorganizações reduziriam os custos da Nokian Tires na fábrica em 30 milhões de euros (38,7 milhões de dólares).",positivo
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",positive,"Após o período do relatório, a Somaxon Pharmaceuticals, parceira norte-americana de licenciamento da BioTie, anunciou resultados positivos com o nalmefeno num ensaio clínico piloto de Fase 2 para a cessação do tabagismo.",positivo
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,positive,$AEGN MACD e ADX estão cruzando as linhas de sinal! Configuração longa http://stks.co/qzzx,positivo
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",neutral,"Em 2007 , realizaram - se um total de 16,5 milhões de viagens de navios de passageiros no norte do Mar Báltico , um valor ligeiramente inferior aos 16,5 milhões de 2006 .",neutro
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,negative,$AAPL rejeitou o hod... deveria descer. Sentado à margem por enquanto.,negativo
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+ñrtsil+ñ with UV technology for ballast water treatment .",neutral,"Como líderes mundiais no desenvolvimento de tecnologia UV para águas residuais municipais, água potável e sistemas de tratamento de água industrial, a Trojan Technologies foi um parceiro lógico no fornecimento à W+ñrtsil+ñ de tecnologia UV para tratamento de água de lastro.",neutro
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,neutral,"As vendas líquidas caíram 6% em relação ao ano anterior, para 11,9 milhões de euros.",neutro
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,positive,Lemcon assinou um acordo de cooperação de investimento com a administração regional de Kaluga em novembro passado.,positivo
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",neutral,"GENEBRA, 10 de fevereiro – Tero Aaltonen, Finlândia, desenvolveu um método de controle de recursos de rádio.",neutro
Total value of the contract is about EUR 10mn .,neutral,O valor total do contrato é de cerca de 10 milhões de euros.,neutro
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,"As vendas internacionais aumentaram 59,8% para 1.244,4 milhões de euros.",positivo
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,positive,"A Componenta aumentou a sua participação na siderúrgica turca Doktas Dokumculuk Ticaret ve Sanayi A.S. para 92,6 por cento de participação em março de 2007.",positivo
The customer is cooperative retailer Osuuskauppa Suur-Savo .,neutral,O cliente é o varejista cooperativo Osuuskauppa Suur-Savo.,neutro
"`` Tweeple should check who 's following them , and be cautious when clicking on URLs and tinyurls . ''",neutral,`` O Tweeple deve verificar quem os segue e ser cauteloso ao clicar em URLs e tinyurls. '',neutro
"The opportunity will be available only for few employees , however .",neutral,"A oportunidade estará disponível apenas para alguns funcionários, no entanto.",neutro
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,positive,A Sappi sul-africana se tornará a maior empresa estrangeira da indústria florestal operando na Finlândia como resultado da aquisição da unidade de negócios de papéis gráficos da finlandesa M-real Corporation.,positivo
Satama 's net sales would be higher than the year before .,positive,As vendas líquidas da Satama seriam superiores às do ano anterior.,positivo
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive,"“A aquisição do Sampo Bank faz sentido estratégico para o DB”, afirma Lindsey Liddell, diretora do Grupo de Instituições Financeiras da Fitch Ratings.",positivo
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,positive,"Adicionando lentamente alguns $FIO aqui, mas é preciso ter cuidado. Este será um dos maiores vencedores de 2012",positivo
"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday .",neutral,"O acordo de terceirização, que abrange equipamentos e depósitos em Turku e Tampere, terá duração de cinco anos, disse Cramo na quinta-feira.",neutro
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral,"A empresa espera vendas líquidas de 65 milhões de euros ( US$ 85,1 milhões ) em 2006 .",neutro
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,"A empresa com sede em Helsinque, que também possui as marcas Salomon, Atomic e Suunto, disse que o lucro líquido aumentou 15% nos três meses até 31 de dezembro, para (x20ac) 47 milhões (US$ 61 milhões), de (x20ac) 40,8 milhões por ano. ano antes.",positivo
"In the end of 2006 , the number of outlets will rise to 60-70 .",positive,"No final de 2006, o número de pontos de venda aumentará para 60-70.",positivo
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral,"O Diretor-Geral Timo Kohtam+ñki da Lemmink+ñinen Infra aponta, no entanto, a necessidade contínua de construção de infraestruturas nos mercados do Báltico.",neutro
"First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville .",neutral,A First Industrial buscará a designação LEED para o novo edifício da Uponor e um centro de distribuição especulativo de 282.000 pés quadrados em First Park Lakeville.,neutro
Severn Trent share price jumps as Canadian investor renews pursuit of utility,positive,O preço das ações da Severn Trent salta à medida que o investidor canadense renova a busca por serviços públicos,positivo
The value of orders on hand totaled EUR 237.1 mn .,neutral,"O valor das encomendas em caixa totalizou 237,1 milhões de euros.",neutro
Brewer AB InBev seeks $275 bln tie-up with SABMiller,positive,Brewer AB InBev busca parceria de US$ 275 bilhões com SABMiller,positivo
"Several large stocks tacked lower , however .",negative,"Várias grandes ações, no entanto, caíram.",negativo
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",neutral,"O desenvolvimento do parque tecnológico, que será especializado em telecomunicações e tecnologias de informação, faz parte do programa estadual para a formação de parques tecnológicos para setores de alta tecnologia na Rússia.",neutro
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .",negative,"No encerramento, o OMX Helsinki 25 caiu 0,01 por cento, para 3.067,64 pontos, e o OMX Helsinki caiu 0,05 por cento, para 10.321,46 pontos, com mais de 1,343 bilhões de euros de volume de negócios.",negativo
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative,"Budapeste, 10 de agosto MTI - A fabricante finlandesa de eletrônicos Elcoteq demitirá 700 trabalhadores em suas fábricas em Pecs S, Hungria, no final de setembro, devido à queda nos pedidos, disse o diretor de comunicações da unidade local da Elcoteq, Zoltan Krippl, à MTI na segunda-feira.",negativo
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,neutral,"Em troca, a empresa de capital privado sediada em Nova Iorque receberá uma participação de 51% no grupo letão de TI e telecomunicações.",neutro
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,"A Metso espera que suas vendas líquidas aumentem cerca de 10% em 2008, a taxas de câmbio comparáveis.",positivo
The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,neutral,"A solução de abastecimento de xisto betuminoso fornecerá xisto betuminoso triturado para a refinaria de óleo de xisto já em operação, bem como para a nova planta de processamento de tecnologia de óleo de xisto Enefit-280.",neutro
The order is related to renewing the network of the telecommunications operator .,neutral,A encomenda está relacionada com a renovação da rede da operadora de telecomunicações.,neutro
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,O Sr. Jortikka é presidente da divisão de metais básicos da Outotec Oyj na Finlândia e faz parte do comitê executivo da Outotec.,neutro
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",positive,"De acordo com o Director Geral do Aktia Bank finlandês, Jussi Laitinen, o objectivo do banco é triplicar o número dos seus clientes na Finlândia nos próximos cinco anos.",positivo
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",positive,"O projeto piloto provou que a tecnologia RIFD é ideal para nossos propósitos'', comenta Olli Saarinen, Supervisor de Manuseio de Materiais da Yara.",positivo
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral,"A empresa projeta e fabrica roupas de alta qualidade, tecidos para decoração de interiores, bolsas e outros acessórios.",neutro
"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",positive,"As operações continuadas registaram um prejuízo operacional de 0,1 milhões de euros, uma ligeira melhoria em relação a um prejuízo de 0,2 milhões de euros um ano antes.",positivo
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",negative,"ATUALIZAÇÃO 1-Nomura, RBS deve pagar US$ 806 milhões em caso de títulos hipotecários – juiz dos EUA",negativo
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",positive,"Em Janeiro-Setembro de 2007, as vendas líquidas da Finnlines aumentaram para 505,4 milhões de euros, contra 473,5 milhões de euros no período correspondente em 2006.",positivo
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,positive,A Teleste e a Sentry 360 formaram uma parceria de integração entre a avançada linha de produtos de câmeras imersivas de 360 ​​graus da Sentry e os sistemas de gerenciamento de vídeo corporativo da Teleste.,positivo
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral,"O preço da oferta é de US$ 35 milhões, incluindo US$ 10 milhões em dinheiro como assunção de dívida líquida da FACE, e US$ 20 milhões em ações da Cencorp a serem emitidas para a Savcor.",neutro
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",neutral,"As vendas do período caíram para 30,6 milhões de euros, contra 38,3 milhões de euros, de acordo com o relatório intercalar, divulgado hoje.",neutro
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,neutral,O cliente é a empresa local Etera Mutual Pension Insurance Co e o principal locatário da unidade será a empresa de mídia Alma Media Corp HEL: ALN1V.,neutro
"Benefon , a wireless and GPS technology company , will supply Karputer with its TWIG navigation platform , a GPS satellite navigation and voice guidance service .",positive,"A Benefon, uma empresa de tecnologia sem fios e GPS, fornecerá à Karputer a sua plataforma de navegação TWIG, um serviço de navegação por satélite GPS e orientação por voz.",positivo
The revenues of the business reached NOK 12 million for 2008 .,neutral,As receitas do negócio atingiram NOK 12 milhões em 2008 .,neutro
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",neutral,"As perdas após itens financeiros totalizaram 9,7 milhões de euros , em comparação com um lucro de 1,3 milhões de euros no período correspondente em 2008 .",neutro
Hard to find new buyers of $TSLA at 250.  Shorts continue to pile in.,negative,É difícil encontrar novos compradores de $TSLA a 250. As vendas a descoberto continuam a acumular-se.,negativo
"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",neutral,"O objectivo das sessões de perguntas e respostas do CEO é dar maior clareza às informações, que já foram tornadas públicas anteriormente.",neutro
WPP wins race for 'programmatic buying' agency Essence Digital,positive,WPP vence corrida pela agência de 'compra programática' Essence Digital,positivo
UPDATE 1-Cypress Semiconductor offers to buy Integrated Silicon Solution,positive,ATUALIZAÇÃO 1-Cypress Semiconductor oferece compra de solução integrada de silício,positivo
"At the moment , there are approximately 20 Vianor sales offices in Russia .",neutral,"No momento, existem aproximadamente 20 escritórios de vendas da Vianor na Rússia.",neutro
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",negative,"RT @StockTwits RT @fallondpicks Amplitude se consolida: Após semanas de ganhos constantes, avanços na amplitude do mkt estão mais lentos... http://stks.co/2TrG $QQQ",negativo
Together they generate Aspo 's goodwill .,neutral,"Juntos, eles geram a boa vontade da Aspo.",neutro
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral,"As vendas líquidas consolidadas do Grupo em 2008 totalizaram 3,4 mil milhões de euros e empregam aproximadamente 13.000 pessoas.",neutro
"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral,"A Rimvesta é agora controlada pela empresa de desenvolvimento imobiliário de propriedade da Estônia ELL Nekilnojamas Turtas, que é membro da Merko, o maior grupo de construção dos países bálticos.",neutro
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,"Em volume, o foco já está fora da Finlândia, já que 60% dos produtos do grupo são fabricados na Polónia e nos países bálticos.",neutro
"In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005 .",positive,"Na Lituânia , o lucro operacional aumentou para 190.000 euros , contra 70.000 euros no período correspondente de 2005 .",positivo
Spain's CaixaBank Expects To Close Deal For Banco BPI,positive,Spain's CaixaBank Expects To Close Deal For Banco BPI,positivo
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral,"A solução Tecnomen Convergent Charging inclui funcionalidades para cobrança pré-paga e pós-paga, cobrança e classificação de chamadas de voz, videochamadas, tráfego de dados brutos e qualquer tipo de serviço de conteúdo em redes móveis e fixas.",neutro
"The Americas represents 25 % of Gemalto 's billing , and Latin America is one of the fastest growing regions for the company .",neutral,As Américas representam 25% do faturamento da Gemalto e a América Latina é uma das regiões que mais cresce para a empresa.,neutro
Microsoft joins the open-source Eclipse Foundation https://t.co/z8G5cZaKeU focus on collaboration & open business is a smart strategy! $MSFT,positive,Microsoft se junta à Eclipse Foundation de código aberto https://t.co/z8G5cZaKeU foco na colaboração e negócios abertos são uma estratégia inteligente! $MSFT,positivo
It said Comptel delivers reliable provisioning and activation solutions which improve fulfilment processes for operators .,neutral,Afirmou que a Comptel oferece soluções confiáveis ​​de provisionamento e ativação que melhoram os processos de atendimento para as operadoras.,neutro
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services .,neutral,"O Nokia Messaging 1.1 permite que os clientes recebam e-mails de até 10 contas de e-mail em seus celulares, suportando todos os serviços de e-mail POP ou IMAP.",neutro
Kemira 's partner in the project is St. Petersburg Water Works .,neutral,O parceiro da Kemira no projeto é a St. Petersburg Water Works.,neutro
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,"A Svyturys-Utenos Alus, que é controlada pelo grupo nórdico Baltic Beverages Holding (BBH), registou um crescimento de 6,1 por cento nas vendas de cerveja entre Janeiro e Setembro, para 101,99 milhões de litros.",positivo
"Long Position on $GOL,...Updating http://stks.co/fdmm",positive,"Posição comprada em $GOL,...Atualizando http://stks.co/fdmm",positivo
"EU drops Shell, BP, Statoil from ethanol benchmark investigation",positive,"UE retira Shell, BP e Statoil da investigação de benchmark de etanol",positivo
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,"O Banco Finlandês de +àland informa que o seu lucro operacional aumentou para 21,3 milhões de euros no segundo trimestre de 2009, contra 6,1 milhões de euros no período correspondente em 2008.",positivo
$FB $AAPL $NKE $JWN bearish charts keep getting worse.,negative,Os gráficos de baixa de $FB $AAPL $NKE $JWN continuam piorando.,negativo
InterContinental Hotels Group share price climbs on $1.5bn special dividend,positive,"O preço das ações do InterContinental Hotels Group sobe com dividendos especiais de US$ 1,5 bilhão",positivo
The aim is to achieve EUR 2.5 mn yearly savings .,positive,"O objectivo é conseguir poupanças anuais de 2,5 milhões de euros.",positivo
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,21 de dezembro de 2010 - A empresa finlandesa de máquinas industriais Wartsila Oyj Abp HEL: WRT1V disse ontem que ganhou um pedido para projetar um navio PSV de abastecimento de plataforma movido a gás natural liquefeito e GNL para o provedor norueguês de serviços de petróleo Eidesvik Offshore ASA OSL: EIOF.,positivo
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",positive,"Os funcionários também estão mais bem preparados para atender ligações, pois já possuem informações detalhadas sobre quem liga antes de atender o telefone. ''",positivo
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral,"A nova empresa, DiaPol S.r.l. , fabricaria ferramentas destinadas ao pré-processamento de vidro e pedra.",neutro
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",neutral,"De acordo com Soosalu, foi dada especial atenção à privacidade e segurança dos residentes no projecto do edifício da Rua Aleksandri.",neutro
"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",neutral,"A indústria sem fio está se preparando para o iPhone, que será lançado em 29 de junho.",neutro
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",neutral,"Baseado no design dos aparelhos anteriores, o Nokia E72 e o Nokia E63, este modelo baseado em Symbian promete oferecer acesso direto a mais de 90% do e-mail corporativo do mundo através do Mail for Exchange e do IBM Lotus Notes Traveler.",neutro
"Alma Media 's operating profit amounted to EUR 11.9 mn , down from EUR 15.0 mn a year earlier .",negative,"O lucro operacional da Alma Media ascendeu a 11,9 milhões de euros, inferior aos 15,0 milhões de euros do ano anterior.",negativo
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positive,AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,positivo
Net sales in 2007 are expected to be 10 % up on 2006 .,positive,As vendas líquidas em 2007 deverão crescer 10 % em relação a 2006 .,positivo
$CIEN http://stks.co/dZU CIEN seems to have broken out of a major horizontal resistance. Targets $14.35.,positive,"$CIEN http://stks.co/dZU CIEN parece ter rompido uma grande resistência horizontal. Meta $ 14,35.",positivo
The recent troubles simply make NETeller cheaper .,negative,Os problemas recentes simplesmente tornaram o NETeller mais barato.,negativo
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,"O Sampo Housing Loan Bank, uma unidade do Sampo Bank da Finlândia, fixou o preço das suas obrigações de 1 mil milhões de euros (1,3 mil milhões de dólares) em 99,889%, informou a Reuters.",neutro
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",neutral,"A finlandesa L&T Recoil , uma empresa especializada na regeneração de óleos usados ​​, está a construir uma instalação em Hamina , na Finlândia , em 2008 .",neutro
Diluted loss per share stood at EUR 0.15 versus EUR 0.26 .,positive,"O prejuízo diluído por acção situou-se em 0,15 euros versus 0,26 euros.",positivo
"Also , a seven-year historic analysis is provided for these markets .",neutral,"Além disso, é fornecida uma análise histórica de sete anos para estes mercados.",neutro
CompaniesCar insurer Hastings Group driving Â£180m IPO,positive,EmpresasSeguradora de automóveis Hastings Group conduzindo IPO de £ 180 milhões,positivo
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,negative,A empresa afirmou que o seu lucro operacional comparável para o período de janeiro a junho ficou aquém do desempenho correspondente do ano passado.,negativo
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,"O lucro operacional caiu para 23,26 milhões de euros, de 32,86 milhões de euros.",negativo
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,"A empresa finlandesa de energia Fortum Oyj disse em 13 de novembro de 2007 que recebeu uma licença ambiental para construir uma usina combinada de calor e energia movida a biocombustíveis no porto de Vartan, no leste de Estocolmo.",positivo
Growth is expected to continue in 2008 .,positive,Espera - se que o crescimento continue em 2008 .,positivo
$CHRM Loooooongggggg base,positive,$CHRM Loooooonggggg base,positivo
The deal includes an option for Cramo to buy out the minority stake in 2011 .,neutral,O acordo inclui uma opção para a Cramo comprar a participação minoritária em 2011.,neutro
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",positive,"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",positivo
"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",neutral,"País: Suíça Setor: Farmacêutico Alvo: Synosia Therapeutics Holding AG Comprador: Biotie Therapies Corp Tamanho do negócio em dólares: 129,4 milhões Tipo: Aquisição corporativa Financiamento: Todas as ações Status: Fechado",neutro
"The acquisition is part of Suomen Helasto 's strategy to expand the LukkoExpert Security chain , Suomen Helasto CEO Kimmo Uusimaki said .",neutral,"A aquisição faz parte da estratégia da Suomen Helasto para expandir a cadeia LukkoExpert Security, disse o CEO da Suomen Helasto, Kimmo Uusimaki.",neutro
"$INTC & $AAPL strong, tech leads DOW higher",positive,"$INTC e $AAPL fortes, tecnologia lidera DOW em alta",positivo
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,Todos os materiais do YIT Capital Markets Day estarão disponíveis no site da empresa na Internet em www.yitgroup.com/investors às 10h30 do dia 26 de setembro.,neutro
NWC ANALYSIS :,neutral,ANÁLISE DO NWC:,neutro
"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral,"As outras ações incluem a redução dos dispendiosos turnos de fim de semana, o congelamento do sistema de bônus de produção e um programa geral de redução de custos.",neutro
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive,"A empresa farmacêutica finlandesa Orion reporta lucros antes de impostos de 70,0 milhões de euros no terceiro trimestre de 2010 , acima dos 54,9 milhões de euros no período correspondente de 2009 .",positivo
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",neutral,"A Fortum precisa de um sinal claro de compromisso por parte do Governo de que a licença está disponível antes de a empresa iniciar a próxima ronda, diz Kuula.",neutro
A total of 140 jobs will be reduced at the Raahe Steel Works .,negative,Um total de 140 empregos serão reduzidos na Siderúrgica Raahe.,negativo
"$FB trending nicely, intraday.",positive,"$FB tendendo bem, intradiário.",positivo
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,neutral,A Assembleia Geral Anual da Sponda Plc decidiu em 23 de Março de 2005 estabelecer uma Comissão de Nomeação de Accionistas para preparar propostas para a Assembleia Geral Anual de 2006 sobre a composição do Conselho de Administração e a sua remuneração.,neutro
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,"O prejuízo operacional da publicação na Suécia foi de 1,1 milhões de euros no primeiro trimestre de 2009, em comparação com um lucro de 0,6 milhões de euros há um ano.",negativo
$GTE LONG at 7.44,positive,"$GTE LONG em 7,44",positivo
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",neutral,"`Respeitamos a decisão deles... as discussões estão agora encerradas', disse Kai Telanne, CEO da Alma Media.",neutro
The value of the contract is in total USD12m .,neutral,O valor do contrato é de US$ 12 milhões no total.,neutro
Small investors have voiced fears that the shares will end up with risk investors .,negative,Os pequenos investidores manifestaram receios de que as acções acabem nas mãos de investidores de risco.,negativo
The acquisition is expected to take place by the end of August 2007 .,neutral,A aquisição deverá ocorrer até o final de agosto de 2007 .,neutro
The value of the confirmed aircraft orders totals EUR 2bn .,neutral,O valor das encomendas confirmadas de aeronaves totaliza 2 mil milhões de euros.,neutro
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,positive,"A Incap e a Lankapaja pretendem celebrar um acordo efetivo para transferir a produção de chapas metálicas para o comprador em fevereiro, a fim de concluir a transferência em 1 de março de 2011.",positivo
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",positive,"`` No ano passado, a Finnair registou um crescimento de 32,6 por cento no sector asiático, transportando mais de 1,10 milhões de passageiros entre os dois continentes. ''",positivo
$MOS looking good here at $58.65. Calls are active in this month and weekly,positive,"$ MOS parece bom aqui por $ 58,65. As chamadas estão ativas neste mês e semanalmente",positivo
"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % .",neutral,"Segundo o relatório, a quota de mercado conjunta da Elisa e da DNA no mercado das telecomunicações da Finlândia é de 59%.",neutro
The value of the order is EUR 2.5 mn .,neutral,"O valor da encomenda é de 2,5 milhões de euros.",neutro
Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,neutral,Rapala VMC Corporation (Rapala) é uma empresa com sede na Finlândia que atua na fabricação e distribuição de equipamentos e acessórios de pesca.,neutro
"The second company acquired is Sweden 's Reftele Maskinservice AB , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",neutral,"A segunda empresa adquirida é a sueca Reftele Maskinservice AB, cuja actividade consiste principalmente em serviços de campo e fabrico de peças sobressalentes, com 10 funcionários e vendas de 1,2 milhões de euros por ano.",neutro
HSBC appoints business leaders to board,positive,HSBC nomeia líderes empresariais para conselho,positivo
